t,body_x,body_region,com_direction,hip_vx,hip_x,hip_conf,lf_x,lf_vx,lf_vy,lf_pred,lf_region,lf_src,lf_reliable,rf_x,rf_vx,rf_vy,rf_pred,rf_region,rf_src,rf_reliable,knee_vx_left,knee_vx_right,fast_intent,lead_side,body_support,score_L,score_C,score_R,side_candidate,side_score,side_body_support,both_feet_region,center_return_support,center_foot_gate,confirmation_hold,suppressed,ignored_trail_side,ignored_spent_side,center_settle_blocked,prev_lane,next_lane,reason
41493.0964,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.1288,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.1288,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.1608,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.1608,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.1922,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.1922,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.2247,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.2247,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.2575,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.2575,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.2891,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.2891,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.3211,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.3211,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.3526,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.3526,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.3848,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.3848,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.4164,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.4164,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.4164,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.4649,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.4649,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.4967,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.4967,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.5285,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.5285,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.5602,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.5602,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.5930,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.5930,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.6252,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.6252,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.6573,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.6573,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.6889,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.6889,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.7215,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.7215,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.7525,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.7525,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.7848,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.7848,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.7848,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.8321,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.8321,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.8642,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.8642,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.8642,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.8968,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.8968,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.9293,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.9293,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.9609,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.9609,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.9934,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41493.9934,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.0256,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.0256,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.0574,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.0574,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.0891,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.0891,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.1208,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.1208,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.1533,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.1533,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.1533,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.2003,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.2003,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.2324,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.2324,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.2650,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.2650,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.2965,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.2965,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.3287,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.3287,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.3622,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.3622,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.3936,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.3936,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.4245,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.4245,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.4245,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.4564,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.4564,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.4894,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.4894,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.5220,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.5220,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.5220,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.5687,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.6011,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.6011,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.6337,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.6337,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
41494.6651,0.5000,0,-1,0.0000,0.5000,0.000,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0.0000,0.0000,0,none,0,0.0000,0.0000,0,,0,0.000,0.850,0.000,1,0.000,0,0,0,0,0,0,,,0,0,0,hold
